simulation_number,day,avg_resources,total_thefts,agents_alive,count_PusilanimeAgent,count_ThiefAgent,count_TipForTapAgent,count_TipForTapSecureAgent,count_RandomAgent,count_ABRAgent,count_SearchAgent,count_ResentfulAgent,count_ExploteAgent,avg_resources_PusilanimeAgent,avg_resources_ThiefAgent,avg_resources_TipForTapAgent,avg_resources_TipForTapSecureAgent,avg_resources_RandomAgent,avg_resources_ABRAgent,avg_resources_SearchAgent,avg_resources_ResentfulAgent,avg_resources_ExploteAgent
98,180,1944.3333333333333,4280,144,6,19,5,3,12,28,18,48,5,1376.1666666666667,1280.6842105263158,2037.4,3290.6666666666665,2374.8333333333335,1941.5357142857142,2205.222222222222,2016.5416666666667,1597.2
98,270,4479.803191489362,6610,188,6,19,5,3,12,48,18,72,5,4225.5,3401.5263157894738,5186.8,6718.666666666667,5441.0,4025.2291666666665,5175.333333333333,4606.652777777777,4558.6
98,360,7194.020576131687,9169,243,6,19,5,3,12,71,18,104,5,7961.0,6756.315789473684,9347.8,11195.666666666666,9262.25,6387.366197183099,9148.055555555555,6919.6442307692305,8545.4
98,450,8319.74912891986,11592,287,6,19,5,3,12,88,18,131,5,10289.5,8998.263157894737,11883.2,13730.0,11586.833333333334,7425.227272727273,11204.888888888889,7694.137404580153,10475.2
98,540,8195.322580645161,13951,341,6,19,5,3,12,111,18,162,5,11688.333333333334,10009.578947368422,13331.0,15175.666666666666,12788.083333333334,7128.207207207207,12559.111111111111,7362.407407407408,11729.8
98,630,10655.566233766234,16461,385,6,19,5,3,12,131,18,186,5,15173.5,13686.263157894737,16950.0,18826.666666666668,16385.583333333332,9531.106870229007,16084.055555555555,9668.381720430107,15409.8
98,720,12290.695454545454,18946,440,6,19,5,3,12,156,18,216,5,18412.666666666668,16785.263157894737,20187.8,22180.666666666668,19624.416666666668,11110.26923076923,19319.777777777777,11112.472222222223,18856.8
112,1,358.64,7,50,4,4,7,4,5,10,5,7,4,378.25,360.75,370.0,330.5,325.8,361.5,357.0,376.42857142857144,350.0
112,90,2711.235294117647,937,85,2,11,13,2,7,23,6,18,3,3345.0,2233.6363636363635,2912.769230769231,3277.0,2787.0,2652.1739130434785,3016.3333333333335,2633.4444444444443,2922.0
112,180,4493.230215827338,2618,139,2,16,18,2,7,47,6,38,3,6472.5,4150.3125,4958.388888888889,6878.5,5777.571428571428,4025.4893617021276,6268.333333333333,4174.684210526316,5437.333333333333
112,270,7499.945355191257,4439,183,2,16,22,2,7,76,6,49,3,10981.5,8823.5625,8101.863636363636,11186.0,10168.857142857143,6399.394736842105,10876.666666666666,7266.673469387755,9958.0
112,360,8117.265217391305,6268,230,2,21,25,2,7,110,8,52,3,12881.5,9684.380952380952,9362.12,13278.0,12739.142857142857,6493.918181818181,10309.0,8747.096153846154,12133.666666666666
112,450,10915.521897810218,8910,274,2,32,25,2,7,139,12,52,3,17264.0,11251.78125,13784.12,17597.0,17613.285714285714,9034.84892086331,10831.166666666666,12672.711538461539,16126.333333333334
112,540,11958.039513677812,12945,329,2,55,25,2,7,166,17,52,3,19912.0,9854.49090909091,16483.16,20365.0,21038.714285714286,10322.204819277109,10537.058823529413,15437.5,18976.0
112,630,14096.78820375335,19638,373,2,78,25,2,7,183,21,52,3,23096.5,10611.679487179486,19838.36,23748.5,24968.428571428572,12819.213114754099,11984.142857142857,19292.615384615383,21721.333333333332
112,720,13611.981042654028,28071,422,2,97,25,2,11,207,23,52,3,23769.5,9499.865979381444,20569.24,24550.5,16826.0,12542.376811594202,12060.91304347826,20890.01923076923,22286.0
113,1,505.74,9,50,7,9,6,5,3,4,6,5,5,485.14285714285717,544.2222222222222,478.1666666666667,543.8,467.3333333333333,553.0,471.3333333333333,559.4,433.2
113,90,1543.8275862068965,2040,87,7,30,6,5,3,10,10,11,5,919.5714285714286,1340.5333333333333,1355.0,2033.2,2137.0,1915.0,1859.0,1862.5454545454545,945.0
113,180,3014.1804511278197,4824,133,7,26,6,9,3,31,12,36,3,2084.285714285714,2288.8846153846152,3155.1666666666665,3312.6666666666665,4028.0,3082.1935483870966,3382.9166666666665,3360.3055555555557,2947.3333333333335
113,270,4491.25988700565,7436,177,7,26,6,13,3,47,12,60,3,3812.285714285714,3523.1153846153848,5081.166666666667,4889.0,6172.0,4422.978723404255,5677.5,4579.35,4445.0
113,360,5496.471615720524,10017,229,7,26,6,17,3,66,12,89,3,5895.571428571428,5205.692307692308,7133.333333333333,5931.411764705882,8221.333333333334,5102.030303030303,7737.916666666667,5228.426966292135,6286.0
113,450,7877.021978021978,12593,273,7,26,6,21,3,82,12,113,3,8898.0,8284.807692307691,10537.666666666666,8235.619047619048,11558.0,7369.878048780488,11110.583333333334,7395.938053097345,9496.666666666666
