simulation_number,day,avg_resources,total_thefts,agents_alive,count_PusilanimeAgent,count_ThiefAgent,count_TipForTapAgent,count_TipForTapSecureAgent,count_RandomAgent,count_ABRAgent,count_SearchAgent,count_ResentfulAgent,count_ExploteAgent,avg_resources_PusilanimeAgent,avg_resources_ThiefAgent,avg_resources_TipForTapAgent,avg_resources_TipForTapSecureAgent,avg_resources_RandomAgent,avg_resources_ABRAgent,avg_resources_SearchAgent,avg_resources_ResentfulAgent,avg_resources_ExploteAgent
129,540,10987.198738170347,12131,317,3,16,3,20,16,105,12,141,1,15879.666666666666,14415.5625,18153.666666666668,9038.4,16873.4375,10636.171428571428,17021.583333333332,9657.347517730497,16707.0
129,630,12811.246537396122,14314,361,3,16,3,28,16,121,12,161,1,19069.333333333332,17611.625,21551.666666666668,9410.07142857143,20105.875,12576.512396694216,20426.75,11484.968944099379,20076.0
129,720,14468.14423076923,16380,416,3,16,3,43,16,141,12,181,1,22887.333333333332,21366.25,25248.333333333332,9133.441860465116,23791.25,14331.290780141844,24072.333333333332,13400.972375690608,23927.0
119,1,570.98,7,50,6,5,5,5,3,7,8,6,5,554.6666666666666,649.8,537.0,562.6,648.0,572.0,558.5,517.8333333333334,590.2
119,90,2514.1063829787236,1725,94,6,22,5,5,9,14,20,8,5,2526.5,2187.8636363636365,2456.2,3062.8,2417.1111111111113,2761.5,2453.85,3246.25,1995.4
119,180,3349.8231292517007,4361,147,6,25,5,5,9,43,20,29,5,3371.3333333333335,2584.28,3619.2,4959.4,4056.1111111111113,3203.720930232558,4097.9,3199.5172413793102,3137.4
119,270,6561.4502617801045,7224,191,6,25,5,5,9,67,20,49,5,6874.833333333333,6182.56,7195.8,9419.0,8200.222222222223,6099.268656716418,8247.6,5983.755102040816,6748.2
119,360,7447.589430894309,10176,246,6,25,5,5,9,96,20,75,5,9306.166666666666,8609.8,9549.2,12086.2,10711.222222222223,6589.177083333333,10752.6,6191.733333333334,8890.8
119,450,9357.658620689655,12989,290,6,25,5,5,9,121,20,94,5,12330.5,12278.72,12829.4,15196.4,14050.222222222223,8213.785123966942,13966.35,7818.159574468085,11617.4
119,540,10432.426086956522,15881,345,6,25,5,5,9,156,20,114,5,15038.0,15735.0,15257.6,18000.8,17044.333333333332,8920.929487179486,16955.7,8725.377192982456,14084.2
119,630,13365.686375321337,18790,389,6,25,5,5,10,184,20,129,5,19403.5,21242.12,19709.6,22630.2,19704.8,11667.728260869566,21572.45,11417.875968992248,18362.8
119,720,13846.3778280543,22160,442,6,37,5,5,15,218,20,131,5,21548.5,17210.324324324323,21871.8,24766.2,15434.866666666667,11922.87614678899,24165.55,13009.34351145038,20518.2
103,1,375.88,4,50,5,3,3,11,3,6,8,7,4,376.2,370.6666666666667,324.6666666666667,387.45454545454544,291.0,396.0,381.875,403.85714285714283,358.5
103,90,2377.351063829787,1288,94,5,15,3,13,8,6,25,15,4,2452.0,2012.9333333333334,2613.3333333333335,2825.5384615384614,2010.5,3433.3333333333335,2106.48,2484.866666666667,2456.5
103,180,3039.0544217687075,3549,147,5,16,3,13,8,23,32,43,4,3435.2,2282.625,3849.0,4741.923076923077,3400.75,2590.6521739130435,3114.40625,2781.046511627907,3453.5
103,270,4306.952879581152,5939,191,5,16,3,13,8,39,32,71,4,4979.6,3039.125,5885.333333333333,7144.7692307692305,5118.5,3640.076923076923,4733.9375,3985.0845070422533,5307.0
103,360,4163.951219512195,8422,246,5,16,3,13,8,59,32,106,4,5676.4,2829.5625,6736.0,8121.923076923077,5688.75,3309.677966101695,5335.1875,3684.9716981132074,5692.5
103,450,6079.134482758621,10941,290,5,16,3,13,8,75,32,134,4,8142.2,4707.5625,9484.666666666666,11049.23076923077,8213.5,5187.693333333334,7734.65625,5525.507462686567,8027.75
103,540,8333.817391304348,13508,345,5,16,3,13,8,96,32,168,4,11517.0,7565.8125,13215.666666666666,14731.846153846154,11592.25,7278.354166666667,10943.9375,7609.333333333333,11333.5
103,630,9638.868894601543,15916,389,5,16,3,13,8,116,32,192,4,13841.8,9318.625,15839.333333333334,17315.846153846152,13540.125,8352.086206896553,13143.71875,8887.15625,13623.25
103,720,11172.845804988661,18591,441,5,16,3,18,8,140,32,215,4,16806.8,11785.1875,18847.0,15195.611111111111,16394.5,9708.807142857142,15802.875,10521.353488372093,16598.5
133,1,517.86,9,50,2,7,7,5,10,2,2,8,7,441.5,546.7142857142857,530.7142857142857,525.8,539.5,532.5,495.0,502.875,480.85714285714283
133,90,1009.2738095238095,2000,84,1,20,6,5,21,5,7,14,5,72.0,944.0,518.0,1279.6,1052.952380952381,1110.8,1196.142857142857,1287.7142857142858,450.8
133,180,2694.8625954198474,4333,131,0,16,5,5,27,14,7,53,4,0,1407.5,2808.2,3974.2,2772.222222222222,2733.9285714285716,3118.4285714285716,2905.3584905660377,1914.25
133,270,3767.4795321637425,6576,171,0,13,5,5,30,22,7,85,4,0,1540.4615384615386,4538.2,6058.4,3685.366666666667,3592.0454545454545,4447.285714285715,3965.258823529412,3366.5
133,360,5591.2522123893805,8659,226,0,13,5,9,30,32,7,126,4,0,2522.3846153846152,7683.2,6153.666666666667,6195.833333333333,5140.84375,6943.428571428572,5667.523809523809,5984.75
133,450,7513.488888888889,10728,270,0,13,5,9,30,40,7,162,4,0,3633.6153846153848,10915.0,9526.0,8728.766666666666,6875.025,9311.57142857143,7424.876543209876,9055.25
133,540,9255.895384615385,12781,325,0,13,5,9,30,50,7,207,4,0,5092.615384615385,14289.0,12981.222222222223,11449.6,8475.18,11949.0,8956.961352657005,12176.25
133,630,12173.704607046071,14917,369,0,13,5,9,30,58,7,243,4,0,7417.538461538462,18760.4,17522.88888888889,15108.433333333332,11316.327586206897,15286.285714285714,11779.292181069959,16297.25
133,720,12634.808962264151,17032,424,0,13,5,9,30,68,7,288,4,0,8119.615384615385,20918.2,19786.666666666668,16717.966666666667,11714.04411764706,16745.85714285714,12084.607638888889,18312.75
131,1,551.78,7,50,5,5,6,4,3,5,3,9,10,586.4,611.4,501.0,492.5,677.6666666666666,589.6,555.0,544.4444444444445,507.8
131,90,2625.478723404255,1598,94,5,23,6,4,13,7,7,19,10,2581.0,2391.4347826086955,2704.5,3248.5,2335.3076923076924,3103.8571428571427,2648.0,3018.4210526315787,2169.4
131,180,4479.644295302013,4188,149,5,25,6,4,14,24,8,53,10,5169.4,4032.24,5202.0,7127.0,5367.571428571428,3642.4166666666665,5205.75,4371.943396226415,4517.1
131,270,5154.40932642487,6738,193,5,25,6,4,14,38,8,83,10,6506.4,4474.56,6991.666666666667,9194.25,6865.571428571428,4219.078947368421,6518.125,4865.22891566265,5927.6
131,360,6760.100806451613,9435,248,5,25,6,4,14,53,8,123,10,9013.8,6311.16,9874.5,12544.25,9500.714285714286,5800.075471698113,9211.0,6222.918699186992,8471.2
131,450,8680.934931506848,12132,292,5,25,6,4,14,65,8,155,10,12050.8,8231.44,13034.5,15855.75,12375.0,7714.784615384616,12112.75,8008.903225806452,11417.0
131,540,10361.755043227666,14709,347,5,25,6,4,14,78,8,197,10,15264.4,10433.0,16388.5,19321.0,15325.714285714286,9607.410256410256,14778.375,9418.116751269035,14523.3
131,630,11744.680306905371,17317,391,5,25,6,4,14,89,8,230,10,17988.2,12121.0,19206.5,22256.0,17655.285714285714,11047.898876404495,17117.0,10682.391304347826,17061.8
131,720,13028.625560538117,19912,446,5,25,6,4,14,106,8,268,10,20946.2,13898.28,22187.666666666668,25422.0,20380.785714285714,12057.452830188678,19815.375,11951.458955223881,19883.0
120,1,605.16,6,50,8,5,4,3,8,9,4,4,5,628.875,678.0,506.25,606.6666666666666,547.75,639.6666666666666,595.25,496.0,697.6
120,90,915.8333333333334,1237,54,0,9,0,1,11,21,6,6,0,0,538.7777777777778,0,721.0,753.8181818181819,1136.2857142857142,731.5,1223.6666666666667,0
120,180,3321.1203703703704,2373,108,0,8,0,1,11,66,7,15,0,0,3238.125,0,4646.0,4008.909090909091,3087.4545454545455,3889.8571428571427,3535.4,0
120,270,5701.403973509934,3633,151,0,12,0,1,12,102,7,17,0,0,6173.833333333333,0,8135.0,7506.166666666667,5176.323529411765,7947.142857142857,6176.588235294118,0
120,360,8124.888349514563,5921,206,0,29,0,1,12,129,18,17,0,0,6672.9655172413795,0,12177.0,12284.666666666666,8048.434108527132,6255.944444444444,9986.058823529413,0
120,450,10186.764,10275,250,0,49,0,1,13,142,28,17,0,0,7247.530612244898,0,15637.0,15038.923076923076,10892.80985915493,7119.321428571428,13782.29411764706,0
120,540,10480.19344262295,16290,305,0,69,0,1,16,169,33,17,0,0,6912.289855072464,0,17775.0,14112.125,11432.195266272189,7945.666666666667,16570.235294117647,0
120,630,12351.887283236994,23478,346,0,76,0,1,16,201,35,17,0,0,8844.605263157895,0,20707.0,17321.1875,12860.26368159204,10601.885714285714,20455.176470588234,0
120,720,15178.675810473815,31895,401,0,82,0,1,17,246,35,20,0,0,12587.548780487805,0,25130.0,20684.352941176472,15028.81300813008,15294.314285714287,22265.85,0
126,1,341.5,11,50,7,9,2,3,5,7,10,3,4,366.7142857142857,354.8888888888889,295.5,325.3333333333333,382.6,330.57142857142856,343.8,307.0,290.25
126,90,1972.83908045977,1750,87,5,15,2,3,11,28,15,7,1,1267.8,1618.6,1709.0,2397.0,1997.5454545454545,2240.4285714285716,2008.0,2103.8571428571427,858.0
126,180,2765.4172661870502,3650,139,5,15,2,6,12,62,15,21,1,2537.6,2769.4,2772.0,2708.8333333333335,3482.6666666666665,2623.7741935483873,3638.9333333333334,2232.4761904761904,2435.0
126,270,3489.9945054945056,5690,182,5,15,2,10,12,89,15,33,1,3775.6,4530.133333333333,4047.0,2858.0,4891.0,3207.258426966292,5265.0,2590.5151515151515,3075.0
126,360,5619.983122362869,7763,237,5,21,2,14,13,124,17,40,1,6397.8,6584.571428571428,6937.0,5066.857142857143,7789.384615384615,5169.467741935484,7997.823529411765,4811.95,6144.0
126,450,7998.32384341637,10869,281,5,35,2,15,15,149,19,40,1,9516.2,7543.257142857143,9981.0,8019.666666666667,10393.2,7469.261744966443,10896.894736842105,7770.425,9001.0
126,540,9641.276785714286,15783,336,5,64,2,15,15,170,24,40,1,12146.6,7158.21875,12875.0,11005.866666666667,13663.933333333332,9414.758823529412,11669.958333333334,10815.5,11605.0
126,630,12215.190476190477,23268,378,5,87,2,15,15,187,26,40,1,15081.6,8604.988505747126,15798.5,14742.4,17520.533333333333,12224.390374331551,14478.23076923077,15022.075,14481.0
126,720,12724.266821345707,32374,431,5,112,2,15,15,213,28,40,1,16295.6,8311.482142857143,17028.0,16969.133333333335,19430.4,12847.00938967136,15374.285714285714,17724.925,15856.0
115,1,333.92,6,50,2,4,7,7,6,3,7,6,8,313.0,336.5,368.42857142857144,346.14285714285717,369.5,279.6666666666667,342.42857142857144,260.5,338.25
115,90,1026.1511627906978,1533,86,2,15,8,7,16,3,20,7,8,667.0,1193.1333333333334,655.375,1025.0,969.25,1661.6666666666667,991.35,1521.7142857142858,703.5
115,180,2476.8785714285714,4484,140,2,25,8,7,20,13,27,30,8,1664.5,1781.2,2286.5,3354.285714285714,2718.65,2441.3846153846152,2832.5185185185187,2705.0333333333333,1674.0
115,270,4248.901639344263,8052,183,2,26,8,7,20,25,27,60,8,3252.0,2380.076923076923,4688.75,6385.571428571428,4810.6,4187.72,4945.148148148148,4454.5,3157.5
115,360,5122.295358649789,11498,237,2,26,8,7,20,40,27,99,8,4892.0,2600.9615384615386,6738.5,8776.857142857143,6404.3,4640.0,6481.888888888889,5019.454545454545,4450.75
115,450,7181.473309608541,15187,281,2,26,8,7,20,52,27,131,8,7828.5,3821.8846153846152,9855.75,12029.0,8883.95,6541.403846153846,8756.814814814816,7093.961832061069,7043.0
115,540,8496.886904761905,18852,336,2,26,8,7,20,67,27,171,8,10247.0,5057.884615384615,12469.0,14957.857142857143,11272.3,7511.044776119403,10897.333333333334,8189.397660818713,9399.625
115,630,9628.851458885942,22161,377,2,26,8,7,20,77,27,202,8,12045.0,5919.0,14672.375,17292.85714285714,13104.25,8596.688311688311,12509.111111111111,9212.445544554455,11371.75
115,720,12365.747685185184,25702,432,2,26,8,7,20,92,27,242,8,16036.5,8949.461538461539,19028.375,21654.285714285714,17053.95,11052.489130434782,16260.851851851852,11796.256198347108,15224.0
125,1,362.58,0,50,6,3,2,4,10,2,5,8,10,385.1666666666667,314.0,302.0,333.75,390.0,336.5,400.0,360.875,347.7
125,90,1984.528735632184,1427,87,6,15,2,4,25,2,14,8,11,1805.6666666666667,1689.0666666666666,2000.5,2337.0,1986.12,2946.0,1830.5714285714287,2758.125,1808.8181818181818
125,180,4212.683098591549,4440,142,6,24,2,4,37,8,22,28,11,4121.833333333333,3716.5,4734.5,5957.0,4677.972972972973,3487.5,4560.818181818182,3719.4285714285716,4137.272727272727
125,270,4072.25988700565,7970,177,6,24,2,4,38,15,22,55,11,3839.1666666666665,3303.5,4910.5,6896.75,4978.394736842105,3185.2,5084.227272727273,3415.818181818182,4034.818181818182
125,360,5510.887931034483,11959,232,6,27,2,4,40,25,22,95,11,5255.333333333333,4065.962962962963,7652.5,9805.0,6696.0,4585.8,7140.181818181818,5048.831578947368,5770.909090909091
125,450,6876.684782608696,15773,276,6,27,2,4,43,33,23,127,11,7005.0,4847.518518518518,10007.0,12294.5,8018.511627906977,5868.121212121212,8691.869565217392,6567.031496062992,7590.0
125,540,8307.160120845921,19743,331,6,27,2,5,43,43,23,171,11,9220.833333333334,5839.37037037037,12782.0,12910.6,10190.39534883721,7101.53488372093,10840.130434782608,7871.011695906433,9795.09090909091
125,630,10558.848,24075,375,6,27,2,5,43,51,23,207,11,11969.333333333334,7521.888888888889,16419.5,16678.6,13006.279069767443,9118.862745098038,13762.130434782608,10085.31884057971,12718.818181818182
125,720,11009.07441860465,28019,430,6,27,2,5,43,61,23,252,11,13600.166666666666,7913.333333333333,18194.5,18921.0,14425.67441860465,9337.344262295082,15166.739130434782,10363.833333333334,14294.90909090909
128,1,368.02,8,50,4,5,7,7,7,3,5,7,5,346.5,367.2,357.14285714285717,403.85714285714283,377.0,369.3333333333333,402.0,323.85714285714283,365.6
128,90,2104.5824175824177,1522,91,4,18,7,7,15,6,16,12,6,1482.75,2062.5555555555557,1981.142857142857,2486.0,2185.9333333333334,2141.0,2094.875,2332.8333333333335,1673.8333333333333
128,180,3071.6068965517243,4267,145,4,24,7,7,15,21,18,43,6,2800.5,2458.1666666666665,3560.714285714286,4712.142857142857,3995.0666666666666,2524.095238095238,3735.0555555555557,2781.1162790697676,2920.6666666666665
128,270,5284.513227513227,7303,189,4,25,7,9,15,33,18,72,6,5852.0,4067.52,6667.857142857143,6908.333333333333,6904.0,4578.121212121212,6552.388888888889,5004.111111111111,5325.0
128,360,6355.25,10417,244,4,25,7,9,15,48,18,112,6,7869.75,5219.44,9013.142857142857,9509.555555555555,8952.8,5367.041666666667,8503.944444444445,5811.044642857143,7370.0
128,450,8512.993055555555,13555,288,4,25,7,9,15,60,18,144,6,10750.75,7209.88,12170.285714285714,13107.0,11802.866666666667,7393.216666666666,11424.0,7895.326388888889,10357.0
128,540,9505.944606413994,16645,343,4,25,7,9,15,75,18,184,6,12800.25,8498.2,14868.0,15868.666666666666,13964.533333333333,8263.386666666667,13483.277777777777,8712.472826086956,12495.5
128,630,11595.144702842377,19589,387,4,25,7,9,15,87,18,216,6,15950.75,10629.8,18197.428571428572,19473.333333333332,16940.4,10333.885057471265,16291.444444444445,10715.861111111111,15684.166666666666
128,720,13182.988687782805,22604,442,4,25,7,9,15,102,18,256,6,19185.75,12730.12,21461.571428571428,22942.777777777777,19862.0,11876.950980392157,19174.222222222223,12141.09375,18755.666666666668
139,1,606.02,9,50,7,8,6,4,6,3,4,9,3,604.7142857142857,674.875,584.1666666666666,550.0,615.6666666666666,527.0,558.75,627.1111111111111,603.3333333333334
139,90,1865.7411764705882,1911,85,7,21,6,4,11,8,7,18,3,1419.4285714285713,1580.047619047619,1528.6666666666667,2749.5,2157.5454545454545,1832.625,1841.7142857142858,2180.0555555555557,1591.3333333333333
139,180,2836.884892086331,4239,139,7,21,6,4,11,23,7,57,3,2594.8571428571427,2103.9523809523807,3032.6666666666665,5214.75,3926.090909090909,2569.2608695652175,3538.5714285714284,2762.4561403508774,2805.0
139,270,3934.3516483516482,6458,182,7,20,6,4,11,35,7,89,3,4152.714285714285,2818.6,4904.333333333333,7472.75,5293.454545454545,3539.2,4797.714285714285,3861.561797752809,3977.0
139,360,5250.0843881856545,8581,237,7,20,6,4,11,45,7,134,3,6509.428571428572,4081.55,7501.333333333333,10256.5,7329.818181818182,4981.4,7009.571428571428,4919.70895522388,5980.0
139,450,6868.982078853047,10587,279,7,20,6,4,11,53,7,168,3,8823.42857142857,5242.45,9963.333333333334,12826.0,9482.272727272728,6664.641509433963,8985.857142857143,6509.565476190476,8236.666666666666
139,540,8695.664670658683,12800,334,7,20,6,4,11,63,7,213,3,12081.0,6803.15,13220.5,16182.0,12122.272727272728,8611.809523809523,11603.714285714286,8210.413145539906,11246.0
139,630,10561.492063492064,14914,378,7,20,6,4,11,71,7,249,3,15089.0,8562.45,16464.666666666668,19486.5,14841.09090909091,10592.901408450703,14197.285714285714,9961.538152610441,14495.333333333334
139,720,11972.540415704389,17110,433,7,20,6,4,11,81,7,294,3,18091.285714285714,10036.3,19454.833333333332,22664.5,17375.090909090908,12148.925925925925,16598.14285714286,11242.904761904761,17522.666666666668
136,1,610.86,8,50,3,7,6,5,6,6,6,7,4,586.3333333333334,697.5714285714286,620.5,525.6,624.0,627.5,638.8333333333334,576.1428571428571,543.75
136,90,1911.1382978723404,1833,94,3,20,6,5,13,18,10,15,4,1230.6666666666667,1459.1,2127.3333333333335,2519.6,2059.3076923076924,1877.7777777777778,2181.5,2199.9333333333334,1506.5
136,180,2934.8503401360545,4037,147,3,18,6,5,13,48,10,40,4,2749.3333333333335,2480.1111111111113,3562.1666666666665,4499.6,3605.4615384615386,2639.6458333333335,3628.3,2848.475,2716.5
136,270,5481.973821989529,6165,191,3,18,6,5,13,72,10,60,4,6143.333333333333,5826.166666666667,6789.833333333333,8131.0,6711.384615384615,4970.347222222223,7009.8,5056.783333333334,5936.0
136,360,7804.310204081633,8391,245,3,18,6,5,13,101,10,85,4,9918.333333333334,9883.777777777777,10579.833333333334,12227.4,10494.23076923077,7056.574257425743,10921.6,6862.4,9529.5
136,450,7654.615916955017,10388,289,3,20,6,5,13,125,10,103,4,10882.0,10348.25,11660.166666666666,13347.2,11624.461538461539,6840.136,11855.4,6502.378640776699,10360.5
136,540,8851.793604651162,12802,344,3,26,6,5,15,155,10,120,4,13677.0,11065.923076923076,14232.833333333334,16061.4,12493.733333333334,7980.270967741935,14709.6,7727.316666666667,12961.5
136,630,10814.657216494845,16003,388,3,38,6,5,17,179,14,122,4,16858.333333333332,10893.421052631578,17195.0,19225.2,14389.470588235294,9868.893854748603,13442.714285714286,10411.22131147541,15686.5
136,720,12867.006818181819,21023,440,3,61,6,5,17,208,14,122,4,20171.666666666668,10348.639344262296,20474.333333333332,22580.2,18139.29411764706,11733.740384615385,16970.85714285714,13708.368852459016,18738.75
144,1,518.84,10,50,5,10,5,4,2,4,5,7,8,445.2,561.4,462.2,457.25,577.0,563.25,522.0,509.0,547.75
144,90,1318.4933333333333,1958,75,4,21,4,4,3,13,7,14,5,539.75,1164.7142857142858,737.5,1693.5,1704.6666666666667,1463.3846153846155,1569.5714285714287,1738.9285714285713,615.0
144,180,2290.181102362205,3997,127,4,19,4,4,3,33,7,48,5,1848.5,1751.157894736842,2437.75,4223.25,3164.3333333333335,2258.848484848485,3327.5714285714284,2226.5416666666665,1868.2
144,270,3274.59375,5933,160,4,19,4,4,3,45,7,69,5,3080.75,2550.6315789473683,4009.0,6025.75,4303.0,3193.2444444444445,4613.142857142857,3165.5652173913045,3138.0
144,360,5373.618604651163,7785,215,4,19,4,4,3,65,7,104,5,6076.75,5336.0,7459.5,9259.5,7363.0,5123.815384615385,7789.857142857143,5027.5,6047.0
144,450,8383.378378378378,9630,259,4,19,4,4,3,81,7,132,5,10394.25,9117.947368421053,11813.25,13560.5,11361.333333333334,8124.83950617284,11581.142857142857,7814.045454545455,10052.8
144,540,9531.264331210192,11486,314,4,19,4,4,3,101,7,167,5,13376.25,11724.473684210527,14947.25,16668.25,14053.666666666666,9234.980198019803,14697.285714285714,8672.377245508982,12804.6
144,630,10928.614525139665,13344,358,4,19,4,6,3,117,7,193,5,16181.75,14389.21052631579,17838.0,13312.0,16700.0,10713.008547008547,17374.0,9946.652849740933,15650.8
144,720,13119.547215496368,15289,413,4,19,4,12,3,137,7,222,5,20306.75,18126.63157894737,21987.25,9577.25,20660.333333333332,13016.284671532847,21342.428571428572,12145.554054054053,19788.4
101,1,374.44,9,50,6,7,7,7,5,3,7,2,6,422.3333333333333,362.2857142857143,410.14285714285717,365.42857142857144,295.8,432.3333333333333,361.85714285714283,323.0,378.0
101,90,1308.8837209302326,1958,86,7,30,4,6,6,8,19,2,4,546.0,1227.7,665.5,1702.8333333333333,1552.0,1793.5,1536.9473684210527,1862.0,611.5
101,180,1614.073394495413,4737,109,0,14,3,17,6,27,31,10,1,0,557.8571428571429,637.6666666666666,1852.2941176470588,1854.8333333333333,1988.111111111111,1675.3548387096773,1749.4,484.0
101,270,3441.72,6863,150,0,11,3,27,6,49,35,18,1,0,2382.6363636363635,2571.0,3629.5555555555557,3992.6666666666665,3371.408163265306,3769.5142857142855,3386.277777777778,2297.0
101,360,5746.609756097561,9087,205,0,11,3,41,6,75,40,28,1,0,5878.636363636364,6150.0,5485.121951219512,7663.666666666667,5407.8533333333335,6733.3,5129.642857142857,5517.0
101,450,8080.939516129032,11427,248,0,11,3,52,6,96,43,36,1,0,10451.727272727272,9555.666666666666,7579.884615384615,11284.833333333334,7490.59375,9866.813953488372,6838.666666666667,9012.0
101,540,8457.162790697674,13957,301,0,12,3,63,6,126,50,40,1,0,12523.75,11426.333333333334,7999.714285714285,13417.333333333334,7433.611111111111,10590.38,7505.875,10167.0
101,630,11225.968115942029,17263,345,0,19,3,71,6,145,59,41,1,0,12072.0,15607.0,10927.12676056338,17743.333333333332,10273.220689655172,13124.745762711864,10635.756097560976,14441.0
101,720,13197.3875,21732,400,0,44,3,76,6,164,65,41,1,0,8878.068181818182,18910.0,13692.302631578947,21327.0,12496.707317073171,15794.692307692309,13880.09756097561,17814.0
140,1,598.48,10,50,3,5,8,5,7,9,4,7,2,641.6666666666666,576.6,588.875,632.4,628.2857142857143,606.3333333333334,543.5,571.8571428571429,605.5
140,90,2805.252747252747,1227,91,3,14,10,5,13,23,9,12,2,2915.0,2181.4285714285716,3127.8,4022.8,2751.230769230769,2489.9565217391305,3030.777777777778,3262.25,2571.0
140,180,3748.171232876712,3201,146,3,14,11,5,18,52,9,32,2,4573.0,3533.0,4625.636363636364,6174.0,3950.5,3238.1153846153848,5015.555555555556,3413.03125,4226.0
140,270,5457.731578947369,5102,190,3,14,11,5,19,79,9,48,2,7075.666666666667,6666.142857142857,7125.181818181818,9077.2,6342.578947368421,4690.341772151899,7640.222222222223,4703.041666666667,6549.5
140,360,7473.955102040816,7226,245,3,17,11,5,19,122,9,57,2,10496.0,9475.941176470587,10649.636363636364,12595.4,10261.157894736842,6076.213114754099,11559.222222222223,6986.8421052631575,9937.0
140,450,9392.681660899654,9671,289,3,24,11,5,23,155,9,57,2,13482.666666666666,10769.083333333334,13875.272727272728,15972.2,11615.347826086956,7725.670967741936,15141.222222222223,9755.929824561403,13049.5
140,540,10406.467647058824,13573,340,3,48,11,5,25,180,9,57,2,15506.0,8098.291666666667,16197.0,18326.2,13410.12,9055.694444444445,17927.11111111111,11854.263157894737,15425.0
140,630,11542.772251308901,19377,382,3,74,11,5,29,192,9,57,2,17099.666666666668,7935.6621621621625,18057.090909090908,20337.2,13888.413793103447,10641.015625,20406.333333333332,14141.087719298246,17474.5
140,720,12022.415137614678,28081,436,3,107,11,5,34,208,9,57,2,18263.333333333332,7241.588785046729,19500.0,22186.2,13636.264705882353,11771.41826923077,21908.222222222223,16496.77192982456,18562.0
121,1,476.74,8,50,5,6,7,7,5,2,7,5,6,382.4,570.8333333333334,485.42857142857144,484.42857142857144,479.4,516.0,458.2857142857143,452.0,469.0
121,90,2352.244680851064,1955,94,5,27,8,7,6,6,19,10,6,2371.4,2012.5555555555557,2563.375,2934.714285714286,3203.1666666666665,2289.1666666666665,2257.7368421052633,2554.9,2077.5
121,180,2736.4513888888887,5078,144,5,26,8,10,10,16,28,35,6,2499.6,2151.4615384615386,3228.875,3521.5,2930.6,2796.8125,2796.8571428571427,2827.885714285714,2204.0
121,270,4036.8563829787236,8318,188,5,26,8,17,11,27,31,57,6,3779.4,2700.6153846153848,5097.375,4354.294117647059,4379.0,3842.703703703704,4349.548387096775,4338.666666666667,3492.0
121,360,5316.098765432099,11656,243,5,26,8,27,11,37,31,92,6,5719.4,3680.346153846154,7514.5,5158.888888888889,6396.363636363636,5011.189189189189,6424.612903225807,5226.032608695652,5398.0
121,450,6715.23693379791,15030,287,5,26,8,35,11,45,31,120,6,7731.2,4605.153846153846,9870.25,6537.314285714286,8187.727272727273,6252.355555555556,8261.032258064517,6582.4,7285.666666666667
121,540,7350.8216374269,18340,342,5,26,8,45,11,55,31,155,6,9257.0,4850.7692307692305,11798.25,7077.066666666667,9320.454545454546,6885.854545454546,9483.967741935483,7100.464516129032,8816.666666666666
